EntrezGeneId	geneSymbol	geneName	diseaseId	diseaseName	score	NumberOfPubmeds	associationType									
8205	TAM	"Myeloproliferative syndrome, transient (transient abnormal"	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
10379	IRF9	interferon regulatory factor 9	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
8968	HIST1H3F	"histone cluster 1, H3f"	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
55638	SYBU	syntabulin (syntaxin-interacting)	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
23152	CIC	capicua transcriptional repressor	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
4254	KITLG	KIT ligand	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
8792	TNFRSF11A	"tumor necrosis factor receptor superfamily, member 11a, NFKB activator"	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
5076	PAX2	paired box 2	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
6659	SOX4	SRY (sex determining region Y)-box 4	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
4360	MRC1	"mannose receptor, C type 1"	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
9368	SLC9A3R1	"solute carrier family 9, subfamily A (NHE3, cation proton antiporter 3), member 3 regulator 1"	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
9423	NTN1	netrin 1	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
1846	DUSP4	dual specificity phosphatase 4	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
257144	GCSAM	"germinal center-associated, signaling and motility"	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
639	PRDM1	"PR domain containing 1, with ZNF domain"	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
1908	EDN3	endothelin 3	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
51010	EXOSC3	exosome component 3	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
54206	ERRFI1	ERBB receptor feedback inhibitor 1	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
6581	SLC22A3	"solute carrier family 22 (organic cation transporter), member 3"	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
23038	WDTC1	WD and tetratricopeptide repeats 1	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
8352	HIST1H3C	"histone cluster 1, H3c"	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
5324	PLAG1	pleiomorphic adenoma gene 1	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
10963	STIP1	stress-induced phosphoprotein 1	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
5741	PTH	parathyroid hormone	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
84061	MAGT1	magnesium transporter 1	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
1917	EEF1A2	eukaryotic translation elongation factor 1 alpha 2	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
79109	MAPKAP1	mitogen-activated protein kinase associated protein 1	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
2167	FABP4	"fatty acid binding protein 4, adipocyte"	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
2202	EFEMP1	EGF containing fibulin-like extracellular matrix protein 1	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
6817	SULT1A1	"sulfotransferase family, cytosolic, 1A, phenol-preferring, member 1"	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
64506	CPEB1	cytoplasmic polyadenylation element binding protein 1	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
51742	ARID4B	AT rich interactive domain 4B (RBP1-like)	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
93100	NAPRT1	nicotinate phosphoribosyltransferase domain containing 1	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
5169	ENPP3	ectonucleotide pyrophosphatase/phosphodiesterase 3	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
7357	UGCG	UDP-glucose ceramide glucosyltransferase	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
1984	EIF5A	eukaryotic translation initiation factor 5A	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
3375	IAPP	islet amyloid polypeptide	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
11034	DSTN	destrin (actin depolymerizing factor)	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
8350	HIST1H3A	"histone cluster 1, H3a"	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
17	AAVS1	adeno-associated virus integration site 1	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
929	CD14	CD14 molecule	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
3732	CD82	CD82 molecule	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
10899	JTB	jumping translocation breakpoint	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
1033	CDKN3	cyclin-dependent kinase inhibitor 3	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
5967	REG1A	regenerating islet-derived 1 alpha	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
3148	HMGB2	high mobility group box 2	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
959	CD40LG	CD40 ligand	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
8809	IL18R1	interleukin 18 receptor 1	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
5744	PTHLH	parathyroid hormone-like hormone	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
23135	KDM6B	lysine (K)-specific demethylase 6B	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
23139	MAST2	microtubule associated serine/threonine kinase 2	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
51083	GAL	galanin/GMAP prepropeptide	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
27239	GPR162	G protein-coupled receptor 162	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
55915	LANCL2	LanC lantibiotic synthetase component C-like 2 (bacterial)	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
2273	FHL1	four and a half LIM domains 1	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
3297	HSF1	heat shock transcription factor 1	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
55616	ASAP3	"ArfGAP with SH3 domain, ankyrin repeat and PH domain 3"	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
2796	GNRH1	gonadotropin-releasing hormone 1 (luteinizing-releasing hormone)	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
8379	MAD1L1	MAD1 mitotic arrest deficient-like 1 (yeast)	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
8856	NR1I2	"nuclear receptor subfamily 1, group I, member 2"	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
23654	PLXNB2	plexin B2	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
334	APLP2	amyloid beta (A4) precursor-like protein 2	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
9498	SLC4A8	"solute carrier family 4, sodium bicarbonate cotransporter, member 8"	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
9589	WTAP	Wilms tumor 1 associated protein	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
346288	14-Sep	septin 14	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
51561	IL23A	"interleukin 23, alpha subunit p19"	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
1948	EFNB2	ephrin-B2	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
407975	MIR17HG	miR-17-92 cluster host gene (non-protein coding)	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
782	CACNB1	"calcium channel, voltage-dependent, beta 1 subunit"	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
54	ACP5	"acid phosphatase 5, tartrate resistant"	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
8220	DGCR14	DiGeorge syndrome critical region gene 14	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
831	CAST	calpastatin	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
223117	SEMA3D	"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3D"	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
3717	JAK2	Janus kinase 2	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
5058	PAK1	p21 protein (Cdc42/Rac)-activated kinase 1	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
22858	ICK	intestinal cell (MAK-like) kinase	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
55198	APPL2	"adaptor protein, phosphotyrosine interaction, PH domain and leucine zipper containing 2"	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
5002	SLC22A18	"solute carrier family 22, member 18"	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
10087	COL4A3BP	"collagen, type IV, alpha 3 (Goodpasture antigen) binding protein"	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
8351	HIST1H3D	"histone cluster 1, H3d"	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
23239	PHLPP1	PH domain and leucine rich repeat protein phosphatase 1	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
3320	HSP90AA1	"heat shock protein 90kDa alpha (cytosolic), class A member 1"	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
687	KLF9	Kruppel-like factor 9	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
64689	GORASP1	"golgi reassembly stacking protein 1, 65kDa"	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
1840	DTX1	"deltex 1, E3 ubiquitin ligase"	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
3756	KCNH1	"potassium voltage-gated channel, subfamily H (eag-related), member 1"	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
9074	CLDN6	claudin 6	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
9060	PAPSS2	3'-phosphoadenosine 5'-phosphosulfate synthase 2	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
3567	IL5	"interleukin 5 (colony-stimulating factor, eosinophil)"	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
4087	SMAD2	SMAD family member 2	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
4893	NRAS	neuroblastoma RAS viral (v-ras) oncogene homolog	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
81857	MED25	mediator complex subunit 25	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
9401	RECQL4	RecQ protein-like 4	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
51151	SLC45A2	"solute carrier family 45, member 2"	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
4620	MYH2	"myosin, heavy chain 2, skeletal muscle, adult"	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
1234	CCR5	chemokine (C-C motif) receptor 5 (gene/pseudogene)	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
84700	MYO18B	myosin XVIIIB	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
6281	S100A10	S100 calcium binding protein A10	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
9759	HDAC4	histone deacetylase 4	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
406928	MIR137	microRNA 137	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
2324	FLT4	fms-related tyrosine kinase 4	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
11236	RNF139	ring finger protein 139	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
43	ACHE	acetylcholinesterase (Yt blood group)	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
4155	MBP	myelin basic protein	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
5970	RELA	v-rel avian reticuloendotheliosis viral oncogene homolog A	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
11275	KLHL2	kelch-like family member 2	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
4316	MMP7	"matrix metallopeptidase 7 (matrilysin, uterine)"	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
5502	PPP1R1A	"protein phosphatase 1, regulatory (inhibitor) subunit 1A"	umls:C0017636	Glioblastoma	0.000298558	1	Biomarker									
7991	TUSC3	tumor suppressor candidate 3	umls:C1621958	Glioblastoma Multiforme	0.000298558	1	Biomarker									
121642	ALKBH2	"alkB, alkylation repair homolog 2 (E. coli)"	umls:C1621958	Glioblastoma Multiforme	0.000298558	1	Biomarker									
3915	LAMC1	"laminin, gamma 1 (formerly LAMB2)"	umls:C1621958	Glioblastoma Multiforme	0.000298558	1	Biomarker									
2768	GNA12	guanine nucleotide binding protein (G protein) alpha 12	umls:C1621958	Glioblastoma Multiforme	0.000298558	1	Biomarker									
55198	APPL2	"adaptor protein, phosphotyrosine interaction, PH domain and leucine zipper containing 2"	umls:C1621958	Glioblastoma Multiforme	0.000298558	1	Biomarker									
2202	EFEMP1	EGF containing fibulin-like extracellular matrix protein 1	umls:C1621958	Glioblastoma Multiforme	0.000298558	1	Biomarker									
2752	GLUL	glutamate-ammonia ligase	umls:C1621958	Glioblastoma Multiforme	0.000298558	1	Biomarker									
1839	HBEGF	heparin-binding EGF-like growth factor	umls:C1621958	Glioblastoma Multiforme	0.000298558	1	Biomarker									
1081	CGA	"glycoprotein hormones, alpha polypeptide"	umls:C1621958	Glioblastoma Multiforme	0.000298558	1	Biomarker									
5903	RANBP2	RAN binding protein 2	umls:C1621958	Glioblastoma Multiforme	0.000298558	1	Biomarker									
3717	JAK2	Janus kinase 2	umls:C1621958	Glioblastoma Multiforme	0.000298558	1	Biomarker									
23028	KDM1A	lysine (K)-specific demethylase 1A	umls:C1621958	Glioblastoma Multiforme	0.000298558	1	Biomarker									
10257	ABCC4	"ATP-binding cassette, sub-family C (CFTR/MRP), member 4"	umls:C1621958	Glioblastoma Multiforme	0.000298558	1	Biomarker									
10536	LEPREL2	leprecan-like 2	umls:C1621958	Glioblastoma Multiforme	0.000298558	1	Biomarker									
5537	PPP6C	"protein phosphatase 6, catalytic subunit"	umls:C1621958	Glioblastoma Multiforme	0.000298558	1	Biomarker									
2833	CXCR3	chemokine (C-X-C motif) receptor 3	umls:C1621958	Glioblastoma Multiforme	0.000298558	1	Biomarker									
51151	SLC45A2	"solute carrier family 45, member 2"	umls:C1621958	Glioblastoma Multiforme	0.000298558	1	Biomarker									
55859	BEX1	"brain expressed, X-linked 1"	umls:C1621958	Glioblastoma Multiforme	0.000298558	1	Biomarker									
5328	PLAU	"plasminogen activator, urokinase"	umls:C1621958	Glioblastoma Multiforme	0.000298558	1	Biomarker									
11200	CHEK2	checkpoint kinase 2	umls:C1621958	Glioblastoma Multiforme	0.000298558	1	Biomarker									
4254	KITLG	KIT ligand	umls:C1621958	Glioblastoma Multiforme	0.000298558	1	Biomarker									
7158	TP53BP1	tumor protein p53 binding protein 1	umls:C1621958	Glioblastoma Multiforme	0.000298558	1	Biomarker									
25953	PNKD	paroxysmal nonkinesigenic dyskinesia	umls:C1621958	Glioblastoma Multiforme	0.000298558	1	Biomarker									
3815	KIT	v-kit Hardy-Zuckerman 4 feline sarcoma viral oncogene homolog	umls:C1621958	Glioblastoma Multiforme	0.000298558	1	Biomarker									
2626	GATA4	GATA binding protein 4	umls:C1621958	Glioblastoma Multiforme	0.000298558	1	Biomarker									
7165	TPD52L2	tumor protein D52-like 2	umls:C1621958	Glioblastoma Multiforme	0.000298558	1	Biomarker									
91544	UBXN11	UBX domain protein 11	umls:C1621958	Glioblastoma Multiforme	0.000298558	1	Biomarker									
1499	CTNNB1	"catenin (cadherin-associated protein), beta 1, 88kDa"	umls:C1621958	Glioblastoma Multiforme	0.000298558	1	Biomarker									
84959	UBASH3B	ubiquitin associated and SH3 domain containing B	umls:C1621958	Glioblastoma Multiforme	0.000298558	1	Biomarker									
6772	STAT1	"signal transducer and activator of transcription 1, 91kDa"	umls:C1621958	Glioblastoma Multiforme	0.000298558	1	Biomarker									
6341	SCO1	SCO1 cytochrome c oxidase assembly protein	umls:C1621958	Glioblastoma Multiforme	0.000298558	1	Biomarker									
6275	S100A4	S100 calcium binding protein A4	umls:C1621958	Glioblastoma Multiforme	0.000298558	1	Biomarker									
2005	ELK4	"ELK4, ETS-domain protein (SRF accessory protein 1)"	umls:C1621958	Glioblastoma Multiforme	0.000298558	1	Biomarker									
7048	TGFBR2	"transforming growth factor, beta receptor II (70/80kDa)"	umls:C1621958	Glioblastoma Multiforme	0.000298558	1	Biomarker									
9101	USP8	ubiquitin specific peptidase 8	umls:C1621958	Glioblastoma Multiforme	0.000298558	1	Biomarker									
26273	FBXO3	F-box protein 3	umls:C1621958	Glioblastoma Multiforme	0.000298558	1	Biomarker									
2719	GPC3	glypican 3	umls:C1621958	Glioblastoma Multiforme	0.000298558	1	Biomarker									
51364	ZMYND10	"zinc finger, MYND-type containing 10"	umls:C1621958	Glioblastoma Multiforme	0.000298558	1	Biomarker									
5371	PML	promyelocytic leukemia	umls:C1621958	Glioblastoma Multiforme	0.000298558	1	Biomarker									
3106	HLA-B	"major histocompatibility complex, class I, B"	umls:C1621958	Glioblastoma Multiforme	0.000298558	1	Biomarker									
23469	PHF3	PHD finger protein 3	umls:C1621958	Glioblastoma Multiforme	0.000298558	1	Biomarker									
5250	SLC25A3	"solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 3"	umls:C1621958	Glioblastoma Multiforme	0.000298558	1	Biomarker									
1003	CDH5	"cadherin 5, type 2 (vascular endothelium)"	umls:C1621958	Glioblastoma Multiforme	0.000298558	1	Biomarker									
2042	EPHA3	EPH receptor A3	umls:C1621958	Glioblastoma Multiforme	0.000298558	1	Biomarker									
55894	DEFB103B	"defensin, beta 103B"	umls:C1621958	Glioblastoma Multiforme	0.000298558	1	Biomarker									
2735	GLI1	GLI family zinc finger 1	umls:C1621958	Glioblastoma Multiforme	0.000298558	1	Biomarker									
2260	FGFR1	fibroblast growth factor receptor 1	umls:C1621958	Glioblastoma Multiforme	0.000298558	1	Biomarker									
2950	GSTP1	glutathione S-transferase pi 1	umls:C1621958	Glioblastoma Multiforme	0.000298558	1	Biomarker									
6925	TCF4	transcription factor 4	umls:C1621958	Glioblastoma Multiforme	0.000298558	1	Biomarker									
4904	YBX1	Y box binding protein 1	umls:C1621958	Glioblastoma Multiforme	0.000298558	1	Biomarker									
5594	MAPK1	mitogen-activated protein kinase 1	umls:C1621958	Glioblastoma Multiforme	0.000298558	1	Biomarker									
9172	MYOM2	myomesin 2	umls:C1621958	Glioblastoma Multiforme	0.000298558	1	Biomarker									
2512	FTL	"ferritin, light polypeptide"	umls:C1621958	Glioblastoma Multiforme	0.000298558	1	Biomarker									
1746	DLX2	distal-less homeobox 2	umls:C1621958	Glioblastoma Multiforme	0.000298558	1	Biomarker									
3702	ITK	IL2-inducible T-cell kinase	umls:C1621958	Glioblastoma Multiforme	0.000298558	1	Biomarker									
7442	TRPV1	"transient receptor potential cation channel, subfamily V, member 1"	umls:C1621958	Glioblastoma Multiforme	0.000298558	1	Biomarker									
407040	MIR34A	microRNA 34a	umls:C1621958	Glioblastoma Multiforme	0.000298558	1	Biomarker									
1387	CREBBP	CREB binding protein	umls:C1621958	Glioblastoma Multiforme	0.000298558	1	Biomarker									
165	AEBP1	AE binding protein 1	umls:C1621958	Glioblastoma Multiforme	0.000298558	1	Biomarker									
6528	SLC5A5	"solute carrier family 5 (sodium/iodide cotransporter), member 5"	umls:C1621958	Glioblastoma Multiforme	0.000298558	1	Biomarker									
5725	PTBP1	polypyrimidine tract binding protein 1	umls:C1621958	Glioblastoma Multiforme	0.000298558	1	Biomarker									
28985	MCTS1	malignant T cell amplified sequence 1	umls:C1621958	Glioblastoma Multiforme	0.000298558	1	Biomarker									
100507436	MICA	MHC class I polypeptide-related sequence A	umls:C1621958	Glioblastoma Multiforme	0.000298558	1	Biomarker									
342574	KRT27	keratin 27	umls:C1621958	Glioblastoma Multiforme	0.000298558	1	Biomarker									
6696	SPP1	secreted phosphoprotein 1	umls:C1621958	Glioblastoma Multiforme	0.000298558	1	Biomarker									
8737	RIPK1	receptor (TNFRSF)-interacting serine-threonine kinase 1	umls:C1621958	Glioblastoma Multiforme	0.000298558	1	Biomarker									
6708	SPTA1	"spectrin, alpha, erythrocytic 1 (elliptocytosis 2)"	umls:C1621958	Glioblastoma Multiforme	0.000298558	1	Biomarker									
6490	PMEL	premelanosome protein	umls:C1621958	Glioblastoma Multiforme	0.000298558	1	Biomarker									
6581	SLC22A3	"solute carrier family 22 (organic cation transporter), member 3"	umls:C1621958	Glioblastoma Multiforme	0.000298558	1	Biomarker									
79944	L2HGDH	L-2-hydroxyglutarate dehydrogenase	umls:C1621958	Glioblastoma Multiforme	0.000298558	1	Biomarker									
83737	ITCH	itchy E3 ubiquitin protein ligase	umls:C1621958	Glioblastoma Multiforme	0.000298558	1	Biomarker									
4100	MAGEA1	"melanoma antigen family A, 1 (directs expression of antigen MZ2-E)"	umls:C1621958	Glioblastoma Multiforme	0.000298558	1	Biomarker									
7218	TRNAP2	transfer RNA proline 2 (anticodon AGG)	umls:C1621958	Glioblastoma Multiforme	0.000298558	1	Biomarker									
4513	COX2	cytochrome c oxidase subunit II	umls:C1621958	Glioblastoma Multiforme	0.000298558	1	Biomarker									
788	SLC25A20	"solute carrier family 25 (carnitine/acylcarnitine translocase), member 20"	umls:C1621958	Glioblastoma Multiforme	0.000298558	1	Biomarker									
105	ADARB2	"adenosine deaminase, RNA-specific, B2 (non-functional)"	umls:C1621958	Glioblastoma Multiforme	0.000298558	1	Biomarker									
1524	CX3CR1	chemokine (C-X3-C motif) receptor 1	umls:C1621958	Glioblastoma Multiforme	0.000298558	1	Biomarker									
5420	PODXL	podocalyxin-like	umls:C1621958	Glioblastoma Multiforme	0.000298558	1	Biomarker									
5729	PTGDR	prostaglandin D2 receptor (DP)	umls:C1621958	Glioblastoma Multiforme	0.000298558	1	Biomarker									
51639	SF3B6	"splicing factor 3b, subunit 6, 14kDa"	umls:C1621958	Glioblastoma Multiforme	0.000298558	1	Biomarker									
4478	MSN	moesin	umls:C1621958	Glioblastoma Multiforme	0.000298558	1	Biomarker									
4297	KMT2A	lysine (K)-specific methyltransferase 2A	umls:C1621958	Glioblastoma Multiforme	0.000298558	1	Biomarker									
7043	TGFB3	"transforming growth factor, beta 3"	umls:C1621958	Glioblastoma Multiforme	0.000298558	1	Biomarker									
8322	FZD4	frizzled class receptor 4	umls:C1621958	Glioblastoma Multiforme	0.000298558	1	Biomarker									
10342	TFG	TRK-fused gene	umls:C1621958	Glioblastoma Multiforme	0.000298558	1	Biomarker									
4594	MUT	methylmalonyl CoA mutase	umls:C1621958	Glioblastoma Multiforme	0.000298558	1	Biomarker									
977	CD151	CD151 molecule (Raph blood group)	umls:C1621958	Glioblastoma Multiforme	0.000298558	1	Biomarker									
5062	PAK2	p21 protein (Cdc42/Rac)-activated kinase 2	umls:C1621958	Glioblastoma Multiforme	0.000298558	1	Biomarker									
7334	UBE2N	ubiquitin-conjugating enzyme E2N	umls:C1621958	Glioblastoma Multiforme	0.000298558	1	Biomarker									
10206	TRIM13	tripartite motif containing 13	umls:C1621958	Glioblastoma Multiforme	0.000298558	1	Biomarker									
51561	IL23A	"interleukin 23, alpha subunit p19"	umls:C1621958	Glioblastoma Multiforme	0.000298558	1	Biomarker									
40	ASIC2	acid-sensing (proton-gated) ion channel 2	umls:C1621958	Glioblastoma Multiforme	0.000298558	1	Biomarker									
79923	NANOG	Nanog homeobox	umls:C1621958	Glioblastoma Multiforme	0.000298558	1	Biomarker									
4082	MARCKS	myristoylated alanine-rich protein kinase C substrate	umls:C1621958	Glioblastoma Multiforme	0.000298558	1	Biomarker									
727897	MUC5B	"mucin 5B, oligomeric mucus/gel-forming"	umls:C1621958	Glioblastoma Multiforme	0.000298558	1	Biomarker									
846	CASR	calcium-sensing receptor	umls:C1621958	Glioblastoma Multiforme	0.000298558	1	Biomarker									
407	ARR3	"arrestin 3, retinal (X-arrestin)"	umls:C1621958	Glioblastoma Multiforme	0.000298558	1	Biomarker									
3565	IL4	interleukin 4	umls:C1621958	Glioblastoma Multiforme	0.000298558	1	Biomarker									
10397	NDRG1	N-myc downstream regulated 1	umls:C1621958	Glioblastoma Multiforme	0.000298558	1	Biomarker									
1113	CHGA	chromogranin A (parathyroid secretory protein 1)	umls:C1621958	Glioblastoma Multiforme	0.000298558	1	Biomarker									
6717	SRI	sorcin	umls:C1621958	Glioblastoma Multiforme	0.000298558	1	Biomarker									
9459	ARHGEF6	Rac/Cdc42 guanine nucleotide exchange factor (GEF) 6	umls:C1621958	Glioblastoma Multiforme	0.000298558	1	Biomarker									
23345	SYNE1	"spectrin repeat containing, nuclear envelope 1"	umls:C1621958	Glioblastoma Multiforme	0.000298558	1	Biomarker									
23541	SEC14L2	SEC14-like 2 (S. cerevisiae)	umls:C1621958	Glioblastoma Multiforme	0.000298558	1	Biomarker									
760	CA2	carbonic anhydrase II	umls:C1621958	Glioblastoma Multiforme	0.000298558	1	Biomarker									
302	ANXA2	annexin A2	umls:C1621958	Glioblastoma Multiforme	0.000298558	1	Biomarker									
8569	MKNK1	MAP kinase interacting serine/threonine kinase 1	umls:C1621958	Glioblastoma Multiforme	0.000298558	1	Biomarker									
2048	EPHB2	EPH receptor B2	umls:C1621958	Glioblastoma Multiforme	0.000298558	1	Biomarker									
7045	TGFBI	"transforming growth factor, beta-induced, 68kDa"	umls:C1621958	Glioblastoma Multiforme	0.000298558	1	Biomarker									
2896	GRN	granulin	umls:C1621958	Glioblastoma Multiforme	0.000298558	1	Biomarker									
5498	PPOX	protoporphyrinogen oxidase	umls:C1621958	Glioblastoma Multiforme	0.000298558	1	Biomarker									
2697	GJA1	"gap junction protein, alpha 1, 43kDa"	umls:C1621958	Glioblastoma Multiforme	0.000298558	1	Biomarker									
3783	KCNN4	"potassium intermediate/small conductance calcium-activated channel, subfamily N, member 4"	umls:C1621958	Glioblastoma Multiforme	0.000298558	1	Biomarker									
9060	PAPSS2	3'-phosphoadenosine 5'-phosphosulfate synthase 2	umls:C1621958	Glioblastoma Multiforme	0.000298558	1	Biomarker									
79659	DYNC2H1	"dynein, cytoplasmic 2, heavy chain 1"	umls:C1621958	Glioblastoma Multiforme	0.000298558	1	Biomarker									
1215	CMA1	"chymase 1, mast cell"	umls:C1621958	Glioblastoma Multiforme	0.000298558	1	Biomarker									
6822	SULT2A1	"sulfotransferase family, cytosolic, 2A, dehydroepiandrosterone (DHEA)-preferring, member 1"	umls:C1621958	Glioblastoma Multiforme	0.000298558	1	Biomarker									
8651	SOCS1	suppressor of cytokine signaling 1	umls:C1621958	Glioblastoma Multiforme	0.000298558	1	Biomarker									
4321	MMP12	matrix metallopeptidase 12 (macrophage elastase)	umls:C1621958	Glioblastoma Multiforme	0.000298558	1	Biomarker									
80781	COL18A1	"collagen, type XVIII, alpha 1"	umls:C1621958	Glioblastoma Multiforme	0.000298558	1	Biomarker									
10263	CDK2AP2	cyclin-dependent kinase 2 associated protein 2	umls:C1621958	Glioblastoma Multiforme	0.000298558	1	Biomarker									
5499	PPP1CA	"protein phosphatase 1, catalytic subunit, alpha isozyme"	umls:C1621958	Glioblastoma Multiforme	0.000298558	1	Biomarker									
6687	SPG7	spastic paraplegia 7 (pure and complicated autosomal recessive)	umls:C1621958	Glioblastoma Multiforme	0.000298558	1	Biomarker									
83596	BCL2L12	BCL2-like 12 (proline rich)	umls:C1621958	Glioblastoma Multiforme	0.000298558	1	Biomarker									
